IEA Region,Technology,Scenario,Sector,Metric,Value
NonOECD ,Hydroelectric pumped storage,Baseline,,Floor,0
NonOECD ,Hydroelectric pumped storage,Baseline,,"End Year, Retirement Trend",2100
NonOECD ,Hydroelectric pumped storage,Pathway,,"End Year, Retirement Trend",2100
NonOECD ,Hydroelectricity,Baseline,,Useful Life in Start Year,25
NonOECD ,Hydroelectricity,Pathway,,Useful Life in Start Year,25
NonOECD ,Hydroelectricity,Baseline,,Useful Life in End Year,45
NonOECD ,Hydroelectricity,Pathway,,Useful Life in End Year,45
NonOECD ,Hydroelectricity,Baseline,,"Start Year, Retirement Trend",1990
NonOECD ,Hydroelectricity,Pathway,,"Start Year, Retirement Trend",1990
NonOECD ,Hydroelectricity,Baseline,,Saturation Point,5
NonOECD ,Hydroelectricity,Pathway,,Saturation Point,60
NonOECD ,Hydroelectricity,Pathway,,"Parameter b, min",0
NonOECD ,Hydroelectricity,Baseline,,"Parameter b, min",18
NonOECD ,Hydroelectricity,Pathway,,"Parameter b, max",400
NonOECD ,Hydroelectricity,Baseline,,"Parameter b, max",18
NonOECD ,Hydroelectricity,Pathway,,"Parameter a, min",-0.01
NonOECD ,Hydroelectricity,Baseline,,"Parameter a, min",-0.19
NonOECD ,Hydroelectricity,Pathway,,"Parameter a, max",-0.01
NonOECD ,Hydroelectricity,Baseline,,"Parameter a, max",-0.19
NonOECD ,Hydroelectricity,Baseline,,Max annual growth,100
NonOECD ,Hydroelectricity,Pathway,,Max annual growth,100
NonOECD ,Hydroelectricity,Pathway,,Floor,0
NonOECD ,Hydroelectricity,Baseline,,Floor,0
NonOECD ,Hydroelectricity,Baseline,,"End Year, Retirement Trend",2100
NonOECD ,Hydroelectricity,Pathway,,"End Year, Retirement Trend",2100
NonOECD ,Natural gas,Baseline,,Saturation Point,100
NonOECD ,Natural gas,Pathway,,Saturation Point,0
NonOECD ,Natural gas,Baseline,,"Parameter b, min",0
NonOECD ,Natural gas,Pathway,,"Parameter b, min",0
NonOECD ,Natural gas,Baseline,,"Parameter b, max",100
NonOECD ,Natural gas,Pathway,,"Parameter b, max",50
NonOECD ,Natural gas,Baseline,,"Parameter a, min",0
NonOECD ,Natural gas,Pathway,,"Parameter a, min",-1
NonOECD ,Natural gas,Baseline,,"Parameter a, max",5
NonOECD ,Natural gas,Pathway,,"Parameter a, max",0
NonOECD ,Natural gas,Baseline,,Max annual growth,100
NonOECD ,Natural gas,Pathway,,Max annual growth,100
NonOECD ,Natural gas,Baseline,,Floor,0
NonOECD ,Natural gas,Pathway,,Floor,0
NonOECD ,Natural gas,Pathway,,Consumption:Generation,1
NonOECD ,Non-hydroelectric renewables,Baseline,,Useful Life in Start Year,25
NonOECD ,Non-hydroelectric renewables,Pathway,,Useful Life in Start Year,25
NonOECD ,Non-hydroelectric renewables,Baseline,,Useful Life in End Year,45
NonOECD ,Non-hydroelectric renewables,Pathway,,Useful Life in End Year,45
NonOECD ,Non-hydroelectric renewables,Baseline,,"Start Year, Retirement Trend",1990
NonOECD ,Non-hydroelectric renewables,Pathway,,"Start Year, Retirement Trend",1990
NonOECD ,Non-hydroelectric renewables,Baseline,,Saturation Point,5
NonOECD ,Non-hydroelectric renewables,Pathway,,Saturation Point,36
NonOECD ,Non-hydroelectric renewables,Pathway,,"Parameter b, min",0
NonOECD ,Non-hydroelectric renewables,Baseline,,"Parameter b, min",0
NonOECD ,Non-hydroelectric renewables,Pathway,,"Parameter b, max",100
NonOECD ,Non-hydroelectric renewables,Baseline,,"Parameter b, max",100
NonOECD ,Non-hydroelectric renewables,Pathway,,"Parameter a, min",0
NonOECD ,Non-hydroelectric renewables,Baseline,,"Parameter a, min",0
NonOECD ,Non-hydroelectric renewables,Pathway,,"Parameter a, max",5
NonOECD ,Non-hydroelectric renewables,Baseline,,"Parameter a, max",5
NonOECD ,Non-hydroelectric renewables,Baseline,,Max annual growth,100
NonOECD ,Non-hydroelectric renewables,Pathway,,Max annual growth,100
NonOECD ,Non-hydroelectric renewables,Pathway,,Floor,0
NonOECD ,Non-hydroelectric renewables,Baseline,,Floor,0
NonOECD ,Non-hydroelectric renewables,Baseline,,"End Year, Retirement Trend",2100
NonOECD ,Non-hydroelectric renewables,Pathway,,"End Year, Retirement Trend",2100
NonOECD ,Nuclear,Baseline,,Useful Life in Start Year,25
NonOECD ,Nuclear,Pathway,,Useful Life in Start Year,25
NonOECD ,Nuclear,Baseline,,Useful Life in End Year,45
NonOECD ,Nuclear,Pathway,,Useful Life in End Year,45
NonOECD ,Nuclear,Baseline,,"Start Year, Retirement Trend",1990
NonOECD ,Nuclear,Pathway,,"Start Year, Retirement Trend",1990
NonOECD ,Nuclear,Baseline,,Saturation Point,20
NonOECD ,Nuclear,Pathway,,Saturation Point,15
NonOECD ,Nuclear,Baseline,,"Parameter b, min",43
NonOECD ,Nuclear,Pathway,,"Parameter b, min",43
NonOECD ,Nuclear,Baseline,,"Parameter b, max",43
NonOECD ,Nuclear,Pathway,,"Parameter b, max",43
NonOECD ,Nuclear,Baseline,,"Parameter a, min",-0.1
NonOECD ,Nuclear,Pathway,,"Parameter a, min",-0.02
NonOECD ,Nuclear,Baseline,,"Parameter a, max",-0.1
NonOECD ,Nuclear,Pathway,,"Parameter a, max",-0.02
NonOECD ,Nuclear,Baseline,,Max annual growth,100
NonOECD ,Nuclear,Pathway,,Max annual growth,100
NonOECD ,Nuclear,Baseline,,Floor,0
NonOECD ,Nuclear,Pathway,,Floor,0
NonOECD ,Nuclear,Baseline,,"End Year, Retirement Trend",2100
NonOECD ,Nuclear,Pathway,,"End Year, Retirement Trend",2100
NonOECD ,Nuclear,Pathway,,Consumption:Generation,1
NonOECD ,Oil,Baseline,,Saturation Point,100
NonOECD ,Oil,Pathway,,Saturation Point,0
NonOECD ,Oil,Baseline,,"Parameter b, min",0
NonOECD ,Oil,Pathway,,"Parameter b, min",0
NonOECD ,Oil,Baseline,,"Parameter b, max",100
NonOECD ,Oil,Pathway,,"Parameter b, max",50
NonOECD ,Oil,Baseline,,"Parameter a, min",0
NonOECD ,Oil,Pathway,,"Parameter a, min",-1
NonOECD ,Oil,Baseline,,"Parameter a, max",5
NonOECD ,Oil,Pathway,,"Parameter a, max",0
NonOECD ,Oil,Baseline,,Max annual growth,100
NonOECD ,Oil,Pathway,,Max annual growth,100
NonOECD ,Oil,Baseline,,Floor,0
NonOECD ,Oil,Pathway,,Floor,0
NonOECD ,Oil,Pathway,,Consumption:Generation,1
NonOECD ,Other fuels,Pathway,,Saturation Point,3.2
NonOECD ,Other fuels,Pathway,,"Parameter b, min",50
NonOECD ,Other fuels,Pathway,,"Parameter b, max",50
NonOECD ,Other fuels,Pathway,,"Parameter a, min",-0.1
NonOECD ,Other fuels,Pathway,,"Parameter a, max",-0.1
NonOECD ,Other fuels,Pathway,,Max annual growth,100
NonOECD ,Other fuels,Pathway,,Floor,0
NonOECD ,Other fuels,Pathway,,Consumption:Generation,1
NonOECD ,Other sources,Pathway,,Saturation Point,0
NonOECD ,Other sources,Pathway,,"Parameter b, min",0
NonOECD ,Other sources,Pathway,,"Parameter b, max",50
NonOECD ,Other sources,Pathway,,"Parameter a, min",-1
NonOECD ,Other sources,Pathway,,"Parameter a, max",0
NonOECD ,Other sources,Pathway,,Max annual growth,100
NonOECD ,Other sources,Pathway,,Floor,0
NonOECD ,Other sources,Pathway,,Consumption:Generation,1
NonOECD ,Regenerative Agriculture | Biochar | Historical analogy adoption,Pathway,,"Parameter b, min",60.52
NonOECD ,Regenerative Agriculture | Biochar | Historical analogy adoption,Baseline,,"Parameter b, min",0
NonOECD ,Regenerative Agriculture | Biochar | Historical analogy adoption,Pathway,,"Parameter b, max",60.52
NonOECD ,Regenerative Agriculture | Biochar | Historical analogy adoption,Baseline,,"Parameter b, max",100
NonOECD ,Regenerative Agriculture | Biochar | Historical analogy adoption,Pathway,,"Parameter a, min",0.10618
NonOECD ,Regenerative Agriculture | Biochar | Historical analogy adoption,Baseline,,"Parameter a, min",0
NonOECD ,Regenerative Agriculture | Biochar | Historical analogy adoption,Pathway,,"Parameter a, max",0.10618
NonOECD ,Regenerative Agriculture | Biochar | Historical analogy adoption,Baseline,,"Parameter a, max",0
NonOECD ,Regenerative Agriculture | Biochar | Historical analogy adoption,Pathway,,Floor,0
NonOECD ,Regenerative Agriculture | Biochar | Historical analogy adoption,Baseline,,Floor,0
NonOECD ,Regenerative Agriculture | Croplands | Cropland Soil Health | Historical analogy adoption,Pathway,,"Parameter b, min",60.52
NonOECD ,Regenerative Agriculture | Croplands | Cropland Soil Health | Historical analogy adoption,Baseline,,"Parameter b, min",0
NonOECD ,Regenerative Agriculture | Croplands | Cropland Soil Health | Historical analogy adoption,Pathway,,"Parameter b, max",60.52
NonOECD ,Regenerative Agriculture | Croplands | Cropland Soil Health | Historical analogy adoption,Baseline,,"Parameter b, max",100
NonOECD ,Regenerative Agriculture | Croplands | Cropland Soil Health | Historical analogy adoption,Pathway,,"Parameter a, min",0.10618
NonOECD ,Regenerative Agriculture | Croplands | Cropland Soil Health | Historical analogy adoption,Baseline,,"Parameter a, min",0
NonOECD ,Regenerative Agriculture | Croplands | Cropland Soil Health | Historical analogy adoption,Pathway,,"Parameter a, max",0.10618
NonOECD ,Regenerative Agriculture | Croplands | Cropland Soil Health | Historical analogy adoption,Baseline,,"Parameter a, max",0
NonOECD ,Regenerative Agriculture | Croplands | Cropland Soil Health | Historical analogy adoption,Pathway,,Floor,0
NonOECD ,Regenerative Agriculture | Croplands | Cropland Soil Health | Historical analogy adoption,Baseline,,Floor,0
NonOECD ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Pathway,,"Parameter b, min",60.52
NonOECD ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Baseline,,"Parameter b, min",0
NonOECD ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Pathway,,"Parameter b, max",60.52
NonOECD ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Baseline,,"Parameter b, max",100
NonOECD ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Pathway,,"Parameter a, min",0.10618
NonOECD ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Baseline,,"Parameter a, min",0
NonOECD ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Pathway,,"Parameter a, max",0.10618
NonOECD ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Baseline,,"Parameter a, max",0
NonOECD ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Pathway,,Floor,0
NonOECD ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Baseline,,Floor,0
NonOECD ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Pathway,,"Parameter b, min",60.52
NonOECD ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Baseline,,"Parameter b, min",0
NonOECD ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Pathway,,"Parameter b, max",60.52
NonOECD ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Baseline,,"Parameter b, max",100
NonOECD ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Pathway,,"Parameter a, min",0.10618
NonOECD ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Baseline,,"Parameter a, min",0
NonOECD ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Pathway,,"Parameter a, max",0.10618
NonOECD ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Baseline,,"Parameter a, max",0
NonOECD ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Pathway,,Floor,0
NonOECD ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Baseline,,Floor,0
NonOECD ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Pathway,,"Parameter b, min",60.52
NonOECD ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Baseline,,"Parameter b, min",0
NonOECD ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Pathway,,"Parameter b, max",60.52
NonOECD ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Baseline,,"Parameter b, max",100
NonOECD ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Pathway,,"Parameter a, min",0.10618
NonOECD ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Baseline,,"Parameter a, min",0
NonOECD ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Pathway,,"Parameter a, max",0.10618
NonOECD ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Baseline,,"Parameter a, max",0
NonOECD ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Pathway,,Floor,0
NonOECD ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Baseline,,Floor,0
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Pathway,,"Parameter b, min",60.52
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Baseline,,"Parameter b, min",0
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Pathway,,"Parameter b, max",60.52
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Baseline,,"Parameter b, max",100
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Pathway,,"Parameter a, min",0.10618
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Baseline,,"Parameter a, min",0
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Pathway,,"Parameter a, max",0.10618
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Baseline,,"Parameter a, max",0
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Pathway,,Floor,0
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Baseline,,Floor,0
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Pathway,,"Parameter b, min",60.52
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Baseline,,"Parameter b, min",0
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Pathway,,"Parameter b, max",60.52
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Baseline,,"Parameter b, max",100
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Pathway,,"Parameter a, min",0.10618
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Baseline,,"Parameter a, min",0
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Pathway,,"Parameter a, max",0.10618
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Baseline,,"Parameter a, max",0
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Pathway,,Floor,0
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Baseline,,Floor,0
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Pathway,,"Parameter b, min",60.52
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Baseline,,"Parameter b, min",0
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Pathway,,"Parameter b, max",60.52
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Baseline,,"Parameter b, max",100
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Pathway,,"Parameter a, min",0.10618
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Baseline,,"Parameter a, min",0
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Pathway,,"Parameter a, max",0.10618
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Baseline,,"Parameter a, max",0
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Pathway,,Floor,0
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Baseline,,Floor,0
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Pathway,,"Parameter b, min",60.52
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Baseline,,"Parameter b, min",0
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Pathway,,"Parameter b, max",60.52
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Baseline,,"Parameter b, max",100
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Pathway,,"Parameter a, min",0.10618
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Baseline,,"Parameter a, min",0
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Pathway,,"Parameter a, max",0.10618
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Baseline,,"Parameter a, max",0
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Pathway,,Floor,0
NonOECD ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Baseline,,Floor,0
NonOECD ,Renewables,Baseline,,Useful Life in Start Year,25
NonOECD ,Renewables,Pathway,,Useful Life in Start Year,25
NonOECD ,Renewables,Baseline,,Useful Life in End Year,45
NonOECD ,Renewables,Pathway,,Useful Life in End Year,45
NonOECD ,Renewables,Baseline,,"Start Year, Retirement Trend",1990
NonOECD ,Renewables,Pathway,,"Start Year, Retirement Trend",1990
NonOECD ,Renewables,Baseline,,Saturation Point,5
NonOECD ,Renewables,Pathway,,Saturation Point,36
NonOECD ,Renewables,Pathway,,"Parameter b, min",0
NonOECD ,Renewables,Baseline,,"Parameter b, min",0
NonOECD ,Renewables,Pathway,,"Parameter b, max",100
NonOECD ,Renewables,Baseline,,"Parameter b, max",100
NonOECD ,Renewables,Pathway,,"Parameter a, min",0
NonOECD ,Renewables,Baseline,,"Parameter a, min",0
NonOECD ,Renewables,Pathway,,"Parameter a, max",5
NonOECD ,Renewables,Baseline,,"Parameter a, max",5
NonOECD ,Renewables,Baseline,,Max annual growth,100
NonOECD ,Renewables,Pathway,,Max annual growth,100
NonOECD ,Renewables,Pathway,,Floor,0
NonOECD ,Renewables,Baseline,,Floor,0
NonOECD ,Renewables,Baseline,,"End Year, Retirement Trend",2100
NonOECD ,Renewables,Pathway,,"End Year, Retirement Trend",2100
NonOECD ,Solar,Baseline,,Useful Life in Start Year,25
NonOECD ,Solar,Pathway,,Useful Life in Start Year,25
NonOECD ,Solar,Baseline,,Useful Life in End Year,45
NonOECD ,Solar,Pathway,,Useful Life in End Year,45
NonOECD ,Solar,Baseline,,"Start Year, Retirement Trend",1990
NonOECD ,Solar,Pathway,,"Start Year, Retirement Trend",1990
NonOECD ,Solar,Baseline,,Saturation Point,5
NonOECD ,Solar,Pathway,,Saturation Point,46
NonOECD ,Solar,Pathway,,"Parameter b, min",0
NonOECD ,Solar,Baseline,,"Parameter b, min",0
NonOECD ,Solar,Pathway,,"Parameter b, max",100
NonOECD ,Solar,Baseline,,"Parameter b, max",100
NonOECD ,Solar,Pathway,,"Parameter a, min",0
NonOECD ,Solar,Baseline,,"Parameter a, min",0
NonOECD ,Solar,Pathway,,"Parameter a, max",5
NonOECD ,Solar,Baseline,,"Parameter a, max",5
NonOECD ,Solar,Baseline,,Max annual growth,100
NonOECD ,Solar,Pathway,,Max annual growth,100
NonOECD ,Solar,Pathway,,Floor,0
NonOECD ,Solar,Baseline,,Floor,0
NonOECD ,Solar,Baseline,,"End Year, Retirement Trend",2100
NonOECD ,Solar,Pathway,,"End Year, Retirement Trend",2100
NonOECD ,Solar,Pathway,,Consumption:Generation,0.88
NonOECD ,Solar PV | Rooftop,Baseline,,"Capacity factor, start year",10
NonOECD ,Solar PV | Rooftop,Pathway,,"Capacity factor, start year",10
NonOECD ,Solar PV | Rooftop,Baseline,,"Capacity factor, end year",28
NonOECD ,Solar PV | Rooftop,Pathway,,"Capacity factor, end year",28
NonOECD ,Solar PV | Rooftop,Baseline,,% of total solar PV generation,30%
NonOECD ,Solar PV | Rooftop,Pathway,,% of total solar PV generation,30%
NonOECD ,Solar PV | Utility,Baseline,,"Capacity factor, start year",25
NonOECD ,Solar PV | Utility,Pathway,,"Capacity factor, start year",25
NonOECD ,Solar PV | Utility,Baseline,,"Capacity factor, end year",30
NonOECD ,Solar PV | Utility,Pathway,,"Capacity factor, end year",30
NonOECD ,Solar thermal,Baseline,,TWh per million meters squared ,0.47336
NonOECD ,Solar thermal,Pathway,,TWh per million meters squared ,0.47336
NonOECD ,Solar thermal,Baseline,Industry,Saturation Point,10
NonOECD ,Solar thermal,Baseline,Buildings,Saturation Point,10
NonOECD ,Solar thermal,Pathway,Industry,Saturation Point,20
NonOECD ,Solar thermal,Pathway,Buildings,Saturation Point,20
NonOECD ,Solar thermal,Baseline,,"Parameter b, min",0
NonOECD ,Solar thermal,Pathway,,"Parameter b, min",45
NonOECD ,Solar thermal,Baseline,,"Parameter b, max",100
NonOECD ,Solar thermal,Pathway,,"Parameter b, max",45
NonOECD ,Solar thermal,Baseline,,"Parameter a, min",0
NonOECD ,Solar thermal,Pathway,,"Parameter a, min",0.2
NonOECD ,Solar thermal,Baseline,,"Parameter a, max",5
NonOECD ,Solar thermal,Pathway,,"Parameter a, max",0.2
NonOECD ,Solar thermal,Baseline,,Max annual growth,100
NonOECD ,Solar thermal,Pathway,,Max annual growth,100
NonOECD ,Solar thermal,Baseline,,GW-th per million meters squared,0.69625
NonOECD ,Solar thermal,Pathway,,GW-th per million meters squared,0.69625
NonOECD ,Solar thermal,Baseline,Industry,Floor,0
NonOECD ,Solar thermal,Baseline,Buildings,Floor,0
NonOECD ,Solar thermal,Pathway,Industry,Floor,2
NonOECD ,Solar thermal,Pathway,Buildings,Floor,2
NonOECD ,Solar thermal,Pathway,Industry,Consumption:Generation,1
NonOECD ,Solar thermal,Pathway,Buildings,Consumption:Generation,1
NonOECD ,Solar thermal,Baseline,Industry,% demand below 200° C ,38
NonOECD ,Solar thermal,Pathway,Industry,% demand below 200° C ,38
NonOECD ,"Solar, tide, wave, fuel cell",Baseline,,Useful Life in Start Year,25
NonOECD ,"Solar, tide, wave, fuel cell",Pathway,,Useful Life in Start Year,25
NonOECD ,"Solar, tide, wave, fuel cell",Baseline,,Useful Life in End Year,45
NonOECD ,"Solar, tide, wave, fuel cell",Pathway,,Useful Life in End Year,45
NonOECD ,"Solar, tide, wave, fuel cell",Baseline,,"Start Year, Retirement Trend",1990
NonOECD ,"Solar, tide, wave, fuel cell",Pathway,,"Start Year, Retirement Trend",1990
NonOECD ,"Solar, tide, wave, fuel cell",Baseline,,Saturation Point,5
NonOECD ,"Solar, tide, wave, fuel cell",Pathway,,Saturation Point,36
NonOECD ,"Solar, tide, wave, fuel cell",Pathway,,"Parameter b, min",0
NonOECD ,"Solar, tide, wave, fuel cell",Baseline,,"Parameter b, min",0
NonOECD ,"Solar, tide, wave, fuel cell",Pathway,,"Parameter b, max",100
NonOECD ,"Solar, tide, wave, fuel cell",Baseline,,"Parameter b, max",100
NonOECD ,"Solar, tide, wave, fuel cell",Pathway,,"Parameter a, min",0
NonOECD ,"Solar, tide, wave, fuel cell",Baseline,,"Parameter a, min",0
NonOECD ,"Solar, tide, wave, fuel cell",Pathway,,"Parameter a, max",5
NonOECD ,"Solar, tide, wave, fuel cell",Baseline,,"Parameter a, max",5
NonOECD ,"Solar, tide, wave, fuel cell",Baseline,,Max annual growth,100
NonOECD ,"Solar, tide, wave, fuel cell",Pathway,,Max annual growth,100
NonOECD ,"Solar, tide, wave, fuel cell",Pathway,,Floor,0
NonOECD ,"Solar, tide, wave, fuel cell",Baseline,,Floor,0
NonOECD ,"Solar, tide, wave, fuel cell",Baseline,,"End Year, Retirement Trend",2100
NonOECD ,"Solar, tide, wave, fuel cell",Pathway,,"End Year, Retirement Trend",2100
NonOECD ,Tide and wave,Baseline,,Useful Life in Start Year,25
NonOECD ,Tide and wave,Pathway,,Useful Life in Start Year,25
NonOECD ,Tide and wave,Baseline,,Useful Life in End Year,45
NonOECD ,Tide and wave,Pathway,,Useful Life in End Year,45
NonOECD ,Tide and wave,Baseline,,"Start Year, Retirement Trend",1990
NonOECD ,Tide and wave,Pathway,,"Start Year, Retirement Trend",1990
NonOECD ,Tide and wave,Baseline,,Saturation Point,5
NonOECD ,Tide and wave,Pathway,,Saturation Point,10
NonOECD ,Tide and wave,Pathway,,"Parameter b, min",0
NonOECD ,Tide and wave,Baseline,,"Parameter b, min",0
NonOECD ,Tide and wave,Pathway,,"Parameter b, max",100
NonOECD ,Tide and wave,Baseline,,"Parameter b, max",100
NonOECD ,Tide and wave,Pathway,,"Parameter a, min",0
NonOECD ,Tide and wave,Baseline,,"Parameter a, min",0
NonOECD ,Tide and wave,Pathway,,"Parameter a, max",5
NonOECD ,Tide and wave,Baseline,,"Parameter a, max",5
NonOECD ,Tide and wave,Baseline,,Max annual growth,100
NonOECD ,Tide and wave,Pathway,,Max annual growth,100
NonOECD ,Tide and wave,Pathway,,Floor,0
NonOECD ,Tide and wave,Baseline,,Floor,0
NonOECD ,Tide and wave,Baseline,,"End Year, Retirement Trend",2100
NonOECD ,Tide and wave,Pathway,,"End Year, Retirement Trend",2100
NonOECD ,Waste,Pathway,,Saturation Point,23
NonOECD ,Waste,Pathway,,"Parameter b, min",40
NonOECD ,Waste,Pathway,,"Parameter b, max",40
NonOECD ,Waste,Pathway,,"Parameter a, min",0.05
NonOECD ,Waste,Pathway,,"Parameter a, max",0.05
NonOECD ,Waste,Pathway,,Max annual growth,100
NonOECD ,Waste,Pathway,,Floor,0
NonOECD ,Waste,Pathway,,Consumption:Generation,1
